@relation 'Cleaned_data -ver 4'

@attribute LOC numeric
@attribute NBI numeric
@attribute LOCCOM numeric
@attribute NPM numeric
@attribute NSTAM numeric
@attribute NOF numeric
@attribute NSTAF numeric
@attribute NMC numeric
@attribute NMCI numeric
@attribute NMCE numeric
@attribute WMC numeric
@attribute AMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute MFA numeric
@attribute CBO numeric
@attribute IC numeric
@attribute CBM numeric
@attribute CA numeric
@attribute CE numeric
@attribute LCOM numeric
@attribute LCOM3 numeric
@attribute CAM numeric
@attribute DAM numeric
@attribute NPRIF numeric
@attribute NPRIM numeric
@attribute NPROM numeric
@attribute T-LOC numeric
@attribute T-NOT numeric
@attribute T-NOA numeric
@attribute T-NMC numeric
@attribute T-WMC numeric
@attribute T-AMC numeric
@attribute MUTATION_SCORE {0,1}

@data
53,39,53,3,2,1,1,4,1,3,6,3.5,9,1,0,0,3,0,0,0,3,13,0.8,0.4,1,1,1,0,55,3,3,9,5,9.6,1
41,60,41,1,1,0,0,17,1,16,2,21.5,14,1,0,0,14,0,0,13,1,1,2,0.5,0,0,1,0,43,2,0,5,3,6,1
57,39,57,5,2,1,1,3,3,0,7,2.57,9,2,0,0.5,4,1,1,0,4,19,0.83,0.83,1,1,1,0,49,4,4,14,5,4.6,1
58,39,58,5,2,1,1,4,4,0,7,2.57,10,2,0,0.5,5,1,1,0,5,19,0.83,0.83,1,1,1,0,50,4,4,15,5,5,1
57,39,57,5,2,1,1,3,3,0,7,2.57,9,2,0,0.5,4,1,1,0,4,19,0.83,0.83,1,1,1,0,50,4,4,14,5,4.6,1
57,39,57,5,2,1,1,3,3,0,7,2.57,9,2,0,0.5,4,1,1,0,4,19,0.83,0.83,1,1,1,0,49,4,4,14,5,4.6,1
59,79,59,2,2,0,0,13,4,9,3,17.67,14,1,0,0,4,0,0,0,4,3,2,0.5,0,0,1,0,53,2,0,15,4,19.25,1
43,62,43,1,1,0,0,22,1,21,2,24.5,14,1,0,0,2,0,0,0,2,1,2,0.5,0,0,1,0,59,3,2,13,4,11,1
54,74,54,4,5,0,0,14,4,10,6,7.33,15,1,0,0,4,0,0,4,0,15,2,0.33,0,0,2,0,59,3,4,21,4,13.5,1
48,34,48,3,0,1,0,4,4,0,3,7,7,2,0,0.78,2,0,0,0,2,0,0,0.56,1,1,0,0,153,2,0,41,5,82.6,1
53,119,53,2,2,2,1,14,1,13,4,20.75,9,1,0,0,1,0,0,1,0,2,0.5,0.5,1,2,1,0,71,4,0,31,6,16.17,1
43,47,43,2,2,0,0,12,3,9,3,10.67,12,1,0,0,2,0,0,0,2,3,2,0.33,0,0,1,0,120,11,16,90,13,13.85,1
76,148,76,6,1,2,0,10,3,7,7,13.71,13,1,0,0,5,0,0,0,5,0,0.33,0.38,1,2,1,0,105,10,11,55,11,15.82,1
45,51,45,2,0,0,0,11,6,5,2,17,12,1,0,0,5,0,0,0,5,1,2,0.75,0,0,0,0,41,1,0,4,2,19.5,1
61,135,61,2,0,0,0,31,10,21,4,23.25,18,1,0,0,4,0,0,0,4,6,2,0.88,0,0,2,0,149,5,17,90,6,46.17,1
38,26,38,2,0,0,0,4,2,2,2,8,6,1,0,0,3,0,0,0,3,1,2,0.75,0,0,0,0,41,1,0,4,2,17.5,1
44,46,44,2,0,0,0,9,4,5,2,15.5,11,1,0,0,5,0,0,0,5,1,2,0.75,0,0,0,0,41,1,0,4,2,17.5,1
43,46,43,2,0,0,0,9,4,5,2,15.5,11,1,0,0,5,0,0,0,5,1,2,0.75,0,0,0,0,47,1,0,4,2,21.5,1
41,43,41,2,0,0,0,8,3,5,2,14,10,1,0,0,4,0,0,0,4,1,2,0.75,0,0,0,0,41,1,0,4,2,17.5,1
43,46,43,2,0,0,0,9,4,5,2,15.5,11,1,0,0,4,0,0,0,4,1,2,0.75,0,0,0,0,41,1,0,4,2,17.5,1
58,130,58,2,0,1,1,23,13,10,2,47.5,18,1,0,0,4,0,0,0,4,1,2,0.75,1,1,0,0,50,1,0,4,2,29.5,1
42,46,42,2,0,0,0,9,4,5,2,15.5,11,1,0,0,4,0,0,0,4,1,2,0.75,0,0,0,0,40,1,0,4,2,17.5,1
46,58,46,2,0,0,0,12,7,5,2,20.5,14,1,0,0,5,0,0,0,5,1,2,0.75,0,0,0,0,42,1,0,4,2,19.5,1
36,50,36,1,1,0,0,17,0,17,2,18.5,10,1,0,0,2,0,0,2,0,1,2,0.5,0,0,1,0,61,3,3,26,6,9.17,1
106,39,106,2,2,1,0,5,1,4,4,5.75,8,1,0,0,3,0,0,0,3,4,0.33,0.42,1,1,1,0,55,2,4,43,4,33.5,1
36,52,3,3,0,2,0,5,2,3,3,9.67,8,1,0,0,5,0,0,0,5,1,0.5,0.47,1,2,0,0,69,4,2,32,6,18.5,1
49,112,2,2,1,1,1,17,2,15,5,13.6,18,1,0,0,6,0,0,0,6,8,0.75,0.56,1,1,0,0,88,6,4,37,9,18.56,1
19,29,0,2,1,4,4,1,0,1,3,6.33,4,2,0,0.86,1,0,0,0,1,1,1.25,1,0.5,0,0,0,35,2,5,10,5,8.2,1
30,67,0,2,1,1,1,11,4,7,3,13.67,12,2,0,0.33,8,0,0,0,8,3,1.5,0.42,0,0,1,0,167,2,2,28,5,111.2,1
24,46,0,4,0,1,0,5,0,5,4,6.5,8,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,48,3,7,25,6,13.33,1
49,81,0,11,0,5,0,1,0,1,11,3.45,12,1,0,0,1,0,0,0,1,45,0.9,0.48,1,5,0,0,52,5,5,19,8,8.5,1
31,51,0,7,0,3,0,1,0,1,7,3.43,8,1,0,0,1,0,0,1,0,15,0.83,0.71,1,3,0,0,38,3,3,11,6,7.17,1
47,77,47,2,0,2,0,4,3,1,3,14.67,7,1,0,0,1,0,0,0,1,0,0.25,0.56,1,2,0,0,45,1,0,21,2,37,1
37,82,37,2,0,0,0,14,4,10,3,19.33,13,1,0,0,2,0,0,0,2,3,2,0.83,0,0,1,0,71,2,2,28,3,53.67,1
15,29,0,2,0,0,0,5,4,1,2,9,7,1,0,0,3,0,0,0,3,1,2,0.67,0,0,0,0,24,2,2,7,3,9,1
13,21,0,2,0,0,0,3,1,2,3,4,5,1,0,0,1,0,0,1,0,3,2,0.67,0,0,0,1,24,1,1,8,4,7.25,1
10,14,0,2,0,0,0,2,2,0,2,4,4,2,0,0.67,2,1,1,1,1,1,2,0.75,0,0,0,0,25,1,1,8,4,7.25,1
24,78,0,2,0,0,0,13,2,11,3,16.33,9,1,0,0,0,0,0,0,0,3,2,0.83,0,0,1,0,57,8,8,18,9,7.11,1
32,71,0,3,0,3,0,9,6,3,3,14.67,11,1,0,0,3,0,0,0,3,0,0.17,0.56,1,3,0,0,64,2,0,21,5,17.6,1
81,201,0,4,0,1,0,26,8,18,7,17.71,22,1,0,0,4,0,0,1,3,9,0.5,0.43,1,1,3,0,174,10,0,61,13,25.92,1
31,93,0,4,5,1,1,13,1,12,6,9.5,17,1,0,0,2,0,0,2,0,0,0.2,0.5,1,1,1,0,67,6,24,94,7,20.43,1
51,142,47,7,0,4,0,6,3,3,7,12.14,9,2,0,0.64,0,1,1,0,0,0,0.29,0.52,1,4,0,0,60,4,15,86,5,39.2,1
12,22,0,1,2,1,1,4,0,4,3,5,8,1,0,0,1,0,0,0,1,3,1,0.5,0,0,1,0,21,1,1,10,2,14.5,1
40,70,33,2,3,0,0,8,0,8,4,10.75,13,1,0,0,1,0,0,0,1,6,2,0.35,0,0,2,0,42,4,2,33,10,13.5,1
31,57,24,2,3,0,0,8,0,8,4,9.25,13,1,0,0,1,0,0,0,1,6,2,0.35,0,0,2,0,37,3,2,31,7,16.29,1
18,36,3,2,2,0,0,9,1,8,3,6.33,12,1,0,0,2,0,0,0,2,3,2,0.33,0,0,1,0,18,1,1,4,2,9.5,1
22,35,2,3,2,0,0,7,0,7,3,5.33,12,1,0,0,2,0,0,0,2,3,2,0.33,0,0,0,0,41,5,5,15,6,8,1
20,66,0,2,0,1,0,16,2,14,3,16.33,12,1,0,0,1,0,0,0,1,1,0,0.56,1,1,1,0,27,1,1,20,3,27.67,1
15,21,0,2,2,0,0,4,0,4,3,4,8,1,0,0,1,0,0,0,1,3,2,0.33,0,0,1,0,24,1,4,14,2,29,1
22,34,16,2,2,0,0,8,0,8,3,7,9,1,0,0,1,0,0,0,1,3,2,0.33,0,0,1,0,20,1,1,7,2,15,1
42,108,6,3,4,0,0,15,1,14,5,13.6,18,1,0,0,2,0,0,0,2,10,2,0.27,0,0,2,0,37,3,3,29,6,20.17,1
13,12,2,2,0,0,0,2,1,1,2,3,4,1,0,0,2,0,0,0,2,1,2,1,0,0,0,0,14,1,0,4,2,5,1
60,67,10,6,1,4,1,3,1,2,8,4.5,14,1,0,0,4,0,0,0,4,24,0.86,0.57,1,4,1,0,104,6,6,58,8,32.5,1
52,127,8,4,0,4,0,17,3,14,5,16.2,13,1,0,0,0,0,0,0,0,0,0.5,0.53,1,4,1,0,51,5,6,26,7,13,1
12,32,0,2,2,0,0,8,0,8,3,6.33,9,1,0,0,1,0,0,0,1,3,2,0.33,0,0,1,0,19,1,1,7,2,15,1
52,94,10,3,6,0,0,9,8,1,7,8.14,10,1,0,0,1,0,0,0,1,21,2,0.46,0,0,4,0,53,6,6,16,7,9.14,1
70,101,59,1,0,0,0,20,16,4,2,31,14,3,0,0.98,6,1,1,0,6,1,2,0.67,0,0,0,1,160,4,4,184,7,67.29,1
40,94,40,2,0,1,0,10,0,10,2,27.5,8,1,0,0,4,0,0,0,4,1,1,0.75,0,0,0,0,52,1,0,13,3,18.67,1
72,112,72,11,0,5,0,4,0,4,11,5.36,14,1,0,0,1,0,0,1,0,25,0.8,0.29,1,5,0,0,93,5,6,28,7,17.14,1
58,35,58,8,0,0,0,1,0,1,8,1.38,9,2,0,0.59,3,1,2,0,3,28,2,0.62,0,0,0,0,54,1,1,9,4,10.25,1
48,24,48,4,0,0,0,3,2,1,4,3,7,2,0,0.5,7,0,0,0,7,6,2,0.58,0,0,0,0,56,1,2,13,4,11.75,1
101,227,101,5,4,0,0,44,16,28,5,32.8,29,1,0,0,21,0,0,0,21,10,2,0.2,0,0,0,0,51,4,4,9,5,5.4,1
84,79,84,4,3,0,0,11,8,3,4,10.75,13,1,0,0,9,0,0,0,9,6,2,0.25,0,0,0,0,46,3,3,7,4,5.25,1
84,79,84,4,3,0,0,11,8,3,4,10.75,13,1,0,0,9,0,0,0,9,6,2,0.25,0,0,0,0,46,3,3,7,4,5.25,1
118,263,118,2,1,9,9,50,0,50,3,57,17,2,0,0.67,4,0,0,0,4,1,1.39,1,0.11,1,0,0,32,1,1,5,2,6,1
41,81,41,2,0,0,0,21,12,9,2,27.5,17,1,0,0,10,0,0,1,9,1,2,0.67,0,0,0,0,147,5,0,74,13,20.08,1
51,48,51,5,1,2,0,2,1,1,5,5,6,1,0,0,3,0,0,2,1,2,0.38,0.47,1,2,0,0,36,1,0,9,2,10.5,1
85,113,85,12,0,4,0,7,5,2,12,5.08,11,1,0,0,35,0,0,30,5,44,0.75,0.29,1,4,0,0,78,4,0,59,6,25.17,1
59,67,59,4,0,2,0,11,0,11,4,10.25,14,1,0,0,1,0,0,0,1,0,0.5,0.62,1,2,0,0,50,2,0,22,3,19,1
55,59,55,6,0,3,0,3,1,2,6,5.17,7,1,0,0,14,0,0,12,2,5,0.67,0.42,1,3,0,0,49,2,0,23,4,14.5,1
65,88,65,7,0,3,0,10,8,2,7,7.29,14,1,0,0,6,0,0,3,3,0,0.56,0.52,1,3,0,0,68,3,0,44,6,19.33,1
61,70,61,7,0,4,0,3,1,2,7,5.29,8,1,0,0,8,0,0,6,2,9,0.75,0.34,1,4,0,0,51,2,0,29,4,18,1
39,30,39,3,0,1,0,3,0,3,3,5.67,6,1,0,0,3,0,0,1,2,0,0,0.67,1,1,0,0,39,1,0,9,2,18.5,1
102,279,102,3,3,1,1,71,10,61,6,32.17,29,1,0,0,10,0,0,2,8,15,1.2,0.42,1,1,3,0,160,9,0,90,10,30.3,1
74,131,74,3,0,3,1,20,3,17,4,20.75,21,1,0,0,2,0,0,0,2,0,0.67,0.5,1,3,0,0,63,3,0,29,5,16.6,1
73,118,73,2,0,2,0,28,6,22,2,42.5,16,1,0,0,4,0,0,1,3,0,0.5,0.83,1,2,0,0,71,1,3,21,3,29,1
67,53,67,2,0,3,1,9,3,6,2,17.5,11,1,0,0,7,0,0,0,7,0,0.67,0.6,1,3,0,0,68,1,2,21,3,30.33,1
133,250,133,5,1,3,2,41,7,34,6,24.33,33,1,0,0,8,0,0,0,8,1,0.8,0.53,0.67,2,0,0,207,3,4,164,5,99,1
59,28,59,1,0,1,0,3,1,2,2,7,5,1,0,0,2,0,0,0,2,0,0,0.67,1,1,0,0,60,1,0,12,2,18.5,1
64,47,64,6,5,1,1,6,6,0,6,4.83,12,2,0,0.55,1,0,0,0,1,15,1.2,0.5,1,1,0,0,77,1,2,43,3,66.33,1
42,45,42,2,0,0,0,8,6,2,2,14.5,8,2,0,0.88,7,0,0,0,7,1,2,1,0,0,0,0,63,3,6,25,4,12.75,1
65,45,65,4,0,3,0,3,0,3,4,5.75,7,1,0,0,9,0,0,0,9,2,0.78,0.5,1,3,0,0,58,3,3,18,4,11.25,1
47,40,47,3,0,0,0,4,4,0,5,3.8,8,2,0,0.94,3,1,3,0,3,10,2,0.4,0,0,0,2,424,18,24,320,22,40.32,1
64,75,64,2,2,1,1,10,1,9,3,15,13,2,0,0.75,10,0,0,1,9,1,0.5,0.5,0,0,0,0,82,7,7,22,8,10,1
162,305,162,6,1,3,0,38,9,29,7,27.29,31,1,0,0,9,0,0,0,9,7,0.67,0.4,1,3,0,0,331,12,59,283,13,52,1
57,50,57,2,0,1,0,5,1,4,2,15,7,2,0,0.5,3,0,0,0,3,0,0,0.75,1,1,0,0,59,4,2,12,5,9.8,1
70,63,70,3,0,0,0,8,3,5,3,13.67,10,3,4,0.87,12,0,0,4,8,3,2,0.44,0,0,0,0,92,6,5,23,7,12.43,1
61,51,61,4,0,3,0,5,4,1,4,7.75,5,2,0,0.5,4,1,1,1,3,4,0,0.5,1,3,0,0,124,8,16,43,9,22.44,1
46,37,46,4,0,1,0,5,4,1,4,5.25,5,2,0,0.5,4,1,1,1,3,4,0,0.62,0,0,0,0,88,6,12,36,7,18.86,1
55,48,55,2,0,1,0,4,1,3,2,13,6,1,0,0,3,0,0,0,3,0,0,0.75,1,1,0,0,69,2,12,45,3,36.33,1
42,26,42,2,1,0,0,4,0,4,2,8,6,1,0,0,1,0,0,0,1,1,2,0.5,0,0,0,0,57,3,0,14,5,10,1
57,80,57,0,0,1,0,15,2,13,2,24.5,15,2,0,0.83,6,0,0,1,5,0,0,0.75,1,1,0,0,83,4,9,45,6,23.83,1
128,24,128,3,0,1,1,3,0,3,3,5,6,1,0,0,5,0,0,0,5,3,1.5,0.5,1,1,0,0,187,9,0,174,13,42.15,1
138,212,138,2,5,1,1,35,4,31,6,21.67,27,1,0,0,3,0,0,0,3,9,0.6,0.4,0,0,3,0,63,2,4,7,3,10.33,1
65,111,54,2,0,2,0,13,4,9,2,32.5,13,1,0,0,8,0,0,1,7,0,0,0.67,1,2,0,0,65,3,6,27,4,31.25,1
130,86,130,3,2,1,1,10,4,6,7,7.29,14,3,0,0.72,17,1,3,1,16,19,0.83,0.5,1,1,1,2,119,3,1,35,5,22.8,1
60,34,60,2,2,2,2,5,0,5,3,7.67,5,1,0,0,2,0,0,0,2,3,1.5,0.5,0,0,1,0,41,2,2,9,3,12,1
58,36,58,1,1,0,0,4,2,2,2,9.5,6,1,0,0,8,0,0,1,7,1,2,0.5,0,0,1,0,49,1,2,19,3,25.67,1
57,50,57,2,0,0,0,8,2,6,2,14.5,9,1,0,0,7,0,0,1,6,1,2,0.75,0,0,0,0,165,4,8,90,6,53.33,1
81,107,81,2,0,1,0,15,3,12,3,21.67,16,2,0,0.5,10,0,0,0,10,0,0,0.5,1,1,1,0,130,3,10,66,7,38.43,1
97,39,97,3,4,2,2,4,0,4,5,4.6,9,1,0,0,3,0,0,0,3,6,0.75,0.25,1,2,1,0,74,3,9,29,6,27.5,1
34,33,34,2,0,0,0,8,0,8,2,10.5,9,1,0,0,2,0,0,0,2,1,2,0.67,0,0,0,0,60,2,1,9,5,8.8,1
75,104,75,1,1,0,0,16,9,7,3,21.33,12,2,0,0.8,7,0,0,0,7,3,2,0.67,0,0,1,1,119,8,0,54,13,14.77,1
66,73,66,7,1,0,0,6,0,6,8,4.62,12,1,0,0,5,0,0,0,5,28,2,0.45,0,0,1,0,106,6,8,40,8,21.75,1
52,201,50,3,4,12,12,16,11,5,5,32.4,10,2,0,0.81,3,1,1,2,1,6,0.83,0.31,0.08,1,1,0,48,1,10,21,2,17,1
54,61,52,2,0,0,0,7,4,3,4,9,11,2,0,0.84,3,1,4,0,3,6,2,0.5,0,0,0,2,195,7,27,140,9,35.78,1
57,65,55,2,0,0,0,8,4,4,4,10,11,2,0,0.84,3,1,4,0,3,6,2,0.5,0,0,0,2,137,4,13,53,6,26.17,1
59,52,59,4,1,0,0,15,6,9,4,8.75,13,2,0,0.7,2,0,0,0,2,6,2,0.5,0,0,0,0,141,6,6,51,11,10.27,1
65,49,65,4,1,0,0,13,5,8,4,8,12,2,0,0.7,2,0,0,0,2,6,2,0.5,0,0,0,0,142,6,6,51,11,10.27,1
60,49,60,4,1,0,0,13,5,8,4,8,12,2,0,0.7,2,0,0,0,2,6,2,0.5,0,0,0,0,142,6,6,51,11,10.27,1
39,19,39,2,0,1,0,1,0,1,2,4.5,3,1,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,80,1,12,40,2,56,1
43,19,43,2,0,1,0,1,0,1,2,4.5,3,1,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,96,3,21,118,4,72.75,1
25,19,18,2,0,1,0,1,0,1,2,4.5,3,1,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,22,1,3,12,2,14.5,1
49,24,49,2,0,0,0,4,4,0,2,6,5,3,0,1,3,0,0,0,3,1,2,0.75,0,0,0,0,112,4,15,58,5,29.8,1
102,105,100,4,4,1,1,14,1,13,5,13.6,14,1,0,0,1,0,0,0,1,4,0.25,0.3,0,0,0,0,128,4,6,18,5,13.2,1
85,121,83,4,0,2,0,13,2,11,5,13.8,11,1,0,0,0,0,0,0,0,2,0.38,0.6,0,0,1,0,87,4,9,46,5,24.8,1
336,454,336,19,6,5,0,49,15,34,25,10.24,42,1,0,0,6,0,0,0,6,260,0.84,0.15,1,5,1,0,194,12,43,552,68,22.54,1
53,47,51,6,0,0,0,6,5,1,6,4.83,11,1,0,0,12,0,0,0,12,15,2,0.33,0,0,0,0,96,5,13,29,7,16.43,1
114,23,107,3,3,3,3,3,1,2,4,3.5,7,1,0,0,3,0,0,0,3,4,1.11,0.33,0.33,1,0,0,133,6,35,222,8,50.5,1
70,133,70,8,0,0,0,18,10,8,8,10.88,16,1,0,0,3,0,0,0,3,28,2,0.56,0,0,0,0,155,16,16,63,17,12.88,1
38,113,0,6,0,0,0,12,8,4,6,12.5,12,1,0,0,3,0,0,0,3,15,2,0.73,0,0,0,0,96,6,7,32,7,19,1
62,84,62,7,0,2,1,12,9,3,7,7,14,1,0,0,6,0,0,1,5,1,0.58,0.46,1,2,0,0,58,4,4,17,5,12.4,1
53,141,0,6,0,2,0,15,9,6,6,14.83,13,1,0,0,4,0,0,0,4,3,0.1,0.58,1,2,0,0,60,3,1,29,4,32,1
29,38,29,3,0,0,0,3,0,3,3,7,6,1,0,0,1,0,0,0,1,1,2,0.56,0,0,0,0,70,4,6,16,6,9.33,1
57,91,57,5,0,2,0,14,11,3,5,11.2,16,1,0,0,7,0,0,0,7,0,0.25,0.4,1,2,0,0,144,10,19,60,12,16.25,1
84,144,84,8,0,3,0,22,18,4,8,11.5,24,1,0,0,8,0,0,0,8,18,0.48,0.44,1,3,0,0,146,13,14,51,14,14.36,1
31,25,31,4,0,2,2,3,3,0,4,2.75,5,3,0,0.75,1,0,0,0,1,6,1.33,1,0,0,0,0,134,4,7,89,9,39.44,1
103,117,103,5,1,2,0,20,2,18,5,14.6,20,1,0,0,11,0,0,0,11,4,0.5,0.4,1,2,0,0,266,13,1,87,23,11.22,1
57,71,57,2,0,0,0,13,4,9,2,25.5,9,1,0,0,2,0,0,0,2,1,2,0.75,0,0,0,0,65,4,0,16,6,7.67,1
59,118,59,2,1,0,0,18,4,14,2,36,19,1,0,0,11,0,0,0,11,1,2,0.5,0,0,0,0,267,15,0,109,18,28.5,1
22,103,0,2,0,0,0,14,1,13,2,39,9,1,0,0,2,0,0,0,2,1,2,0.75,0,0,0,0,62,3,0,26,5,26.6,1
54,48,54,1,0,4,4,9,0,9,2,15,9,3,0,0.95,2,1,1,0,2,1,2,0.62,1,0,0,1,102,2,0,41,4,46.25,1
64,219,64,7,7,0,0,25,20,5,8,22.5,12,1,0,0,1,0,0,0,1,28,2,0.25,0,0,1,0,98,6,10,50,7,17.29,1
67,41,67,6,0,3,1,1,1,0,6,3.17,7,3,0,0.74,2,0,0,0,2,11,0.93,0.67,1,3,0,0,58,1,0,33,3,29.67,1
126,115,126,13,0,7,1,6,1,5,13,4.46,17,2,0,0.14,1,0,0,0,1,54,0.9,0.49,1,7,0,0,59,2,0,28,4,19.75,1
97,60,97,8,0,4,1,5,1,4,8,3.75,13,3,0,0.67,2,0,0,0,2,22,0.93,0.34,1,4,0,0,61,1,0,43,3,36,1
55,83,55,3,0,0,0,11,1,10,3,16.67,8,1,0,0,0,0,0,0,0,3,2,0.56,0,0,0,0,118,6,12,86,7,43.14,1
32,12,32,2,0,0,0,2,1,1,2,3,4,1,0,0,2,0,0,0,2,1,2,0.75,0,0,0,0,62,1,1,16,3,15.33,1
33,12,33,2,0,0,0,2,1,1,2,3,4,1,0,0,2,0,0,0,2,1,2,0.75,0,0,0,0,62,1,1,16,3,15.33,1
36,23,36,2,0,0,0,4,1,3,2,6.5,6,1,0,0,2,0,0,0,2,1,2,0.75,0,0,0,0,62,1,1,16,3,15.33,1
45,106,45,2,1,0,0,16,2,14,2,33,14,1,0,0,1,0,0,0,1,1,2,0.5,0,0,0,0,84,2,1,35,4,27,1
38,40,38,2,2,0,0,5,5,0,5,4.6,6,3,0,0.78,1,2,4,0,1,10,2,0.47,0,0,1,2,120,6,8,62,8,27.12,1
42,48,29,3,1,0,0,10,3,7,3,10,11,1,0,0,2,0,0,0,2,3,2,0.44,0,0,0,0,28,1,4,15,2,23,1
34,48,29,3,1,0,0,10,3,7,3,10,11,1,0,0,1,0,0,0,1,3,2,0.44,0,0,0,0,32,1,4,15,2,23,1
46,56,40,5,1,0,0,10,3,7,5,6.4,13,1,0,0,1,0,0,0,1,10,2,0.32,0,0,0,0,32,1,4,15,2,23,1
36,48,30,3,1,0,0,10,3,7,3,10,11,1,0,0,1,0,0,0,1,3,2,0.44,0,0,0,0,32,1,4,15,2,23,1
37,48,29,3,1,0,0,10,3,7,3,10,11,1,0,0,1,0,0,0,1,3,2,0.44,0,0,0,0,32,1,4,15,2,23,1
39,48,30,3,1,0,0,10,3,7,3,10,11,1,0,0,1,0,0,0,1,3,2,0.44,0,0,0,0,32,1,4,15,2,23,1
56,56,43,5,1,0,0,10,3,7,5,6.4,13,1,0,0,1,0,0,0,1,10,2,0.32,0,0,0,0,32,1,4,15,2,23,1
34,48,29,3,1,0,0,10,3,7,3,10,11,1,0,0,1,0,0,0,1,3,2,0.44,0,0,0,0,32,1,4,15,2,23,1
69,197,0,6,0,2,0,26,9,17,9,13.89,26,1,0,0,5,0,0,1,4,12,0.44,0.38,1,2,2,0,108,6,9,51,8,27.88,1
26,62,26,3,3,2,2,5,1,4,5,8.2,9,2,0,0.81,3,1,1,1,2,8,0.88,0.38,0.5,1,1,0,39,1,7,23,2,23.5,1
31,57,31,4,3,2,2,6,2,4,6,6.5,10,2,0,0.76,2,1,1,1,1,13,0.9,0.32,0.5,1,1,0,39,1,6,21,2,27,1
40,94,0,2,2,1,1,21,1,20,5,10.8,18,3,0,0.88,6,1,1,1,5,8,0.5,0.38,1,1,0,2,146,6,0,108,9,26.11,1
30,15,30,2,0,0,0,2,1,1,2,4.5,4,1,0,0,5,0,0,0,5,1,2,0.67,0,0,0,0,38,1,0,17,2,24.5,1
36,17,36,2,0,0,0,3,3,0,2,4.5,5,2,0,0.88,2,1,1,0,2,1,2,1,0,0,0,0,67,2,0,45,3,36.67,1
36,17,36,2,0,0,0,3,3,0,2,4.5,5,2,0,0.88,2,1,1,0,2,1,2,1,0,0,0,0,68,2,0,45,3,36.67,1
45,67,45,2,0,0,0,13,1,12,2,21.5,8,1,0,0,2,0,0,0,2,1,2,0.67,0,0,0,0,68,3,3,27,6,18.83,1
47,60,36,5,0,1,0,9,5,4,5,8.2,12,3,0,0.76,3,0,0,0,3,0,0,0.6,0,0,0,0,260,12,25,128,20,25.8,1
62,12,62,5,1,0,0,2,1,1,5,1.4,7,1,0,0,1,0,0,0,1,10,2,0.5,0,0,0,0,72,1,3,22,2,39.5,1
170,418,0,21,1,9,7,55,24,31,24,10.58,37,1,0,0,1,0,0,0,1,264,0.96,0.56,1,9,0,3,145,8,14,123,9,27.67,1
50,29,50,1,1,2,2,3,1,2,3,5.67,6,2,0,0.67,3,1,1,0,3,1,1,1,0.5,1,0,0,53,3,1,6,5,5.4,1
50,29,50,1,1,2,2,3,1,2,3,5.67,6,2,0,0.67,3,1,1,0,3,1,1,1,0.5,1,0,0,53,3,1,6,5,5.4,1
30,13,30,2,0,0,0,2,0,2,2,3.5,4,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,40,1,1,5,3,5,1
510,592,510,27,39,0,0,86,34,52,42,9.07,93,1,0,0,13,0,0,1,12,861,2,0.08,0,0,15,0,178,14,37,270,29,26.97,1
547,606,547,30,42,0,0,84,34,50,45,8.82,92,1,0,0,12,0,0,0,12,990,2,0.08,0,0,15,0,245,18,66,398,48,22.25,1
500,575,500,26,38,0,0,80,30,50,41,9.12,88,1,0,0,13,0,0,1,12,820,2,0.09,0,0,15,0,190,15,48,282,35,25,1
34,71,6,2,0,0,0,6,5,1,2,19,6,2,0,0.94,2,0,0,0,2,1,2,0.75,0,0,0,0,52,3,8,21,5,19.8,1
50,86,10,2,0,0,0,5,4,1,2,22,4,1,0,0,1,0,0,0,1,1,2,0.75,0,0,0,0,86,6,7,37,8,27.5,1
55,110,12,2,0,0,0,10,10,0,2,30.5,8,2,0,0.94,3,0,0,0,3,1,2,1,0,0,0,0,81,5,8,47,7,22.71,1
37,77,7,2,0,0,0,8,5,3,2,21.5,9,2,0,0.94,2,1,5,0,2,1,2,1,0,0,0,0,47,1,1,6,3,32,1
56,120,7,4,0,2,0,17,11,6,4,18,13,1,0,0,1,0,0,0,1,0,0.17,0.62,1,2,0,0,124,8,35,155,10,35.9,1
62,131,7,5,0,2,0,19,18,1,7,10.57,13,1,0,0,1,0,0,0,1,0,0,0.57,1,2,2,0,77,5,20,54,7,24.71,1
36,70,12,2,0,0,0,13,11,2,2,20.5,9,1,0,0,1,0,0,0,1,1,2,0.75,0,0,0,0,75,4,8,54,6,27.5,1
31,93,5,2,1,0,0,8,0,8,2,28.5,5,1,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,30,4,5,11,5,5.4,1
27,94,0,2,2,0,0,7,1,6,3,18.33,9,1,0,0,2,0,0,2,0,3,2,0.42,0,0,1,0,25,1,7,15,2,44.5,1
48,118,5,2,0,0,0,21,13,8,2,34,18,1,0,0,3,0,0,0,3,1,2,0.75,0,0,0,0,77,4,17,80,6,51.17,1
