@relation 'Cleaned_data -ver 4'

@attribute LOC numeric
@attribute NBI numeric
@attribute LOCCOM numeric
@attribute NPM numeric
@attribute NSTAM numeric
@attribute NOF numeric
@attribute NSTAF numeric
@attribute NMC numeric
@attribute NMCI numeric
@attribute NMCE numeric
@attribute WMC numeric
@attribute AMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute MFA numeric
@attribute CBO numeric
@attribute IC numeric
@attribute CBM numeric
@attribute CA numeric
@attribute CE numeric
@attribute LCOM numeric
@attribute LCOM3 numeric
@attribute CAM numeric
@attribute DAM numeric
@attribute NPRIF numeric
@attribute NPRIM numeric
@attribute NPROM numeric
@attribute T-LOC numeric
@attribute T-NOT numeric
@attribute T-NOA numeric
@attribute T-NMC numeric
@attribute T-WMC numeric
@attribute T-AMC numeric
@attribute MUTATION_SCORE {0,1}

@data
112,180,112,11,1,1,1,14,5,9,12,8.5,17,1,0,0,4,0,0,0,4,64,0.82,0.45,1,1,0,0,138,6,0,46,9,16.33,1
120,215,120,11,1,1,1,22,11,11,12,10,18,1,0,0,4,0,0,0,4,54,0.36,0.45,1,1,0,0,209,6,0,54,9,23.33,1
130,203,130,11,1,1,1,24,5,19,12,9.33,23,1,0,0,9,0,0,5,4,54,0.55,0.45,1,1,0,0,121,6,0,36,9,16.44,1
147,216,147,11,1,1,1,27,10,17,12,10.33,23,1,0,0,6,0,0,0,6,60,0.73,0.45,0,0,0,0,147,6,0,59,9,20.89,1
163,216,163,11,1,1,1,27,10,17,12,10.33,23,1,0,0,6,0,0,0,6,60,0.73,0.45,0,0,0,0,143,6,0,53,9,19.78,1
119,158,119,11,1,1,1,16,6,10,12,7.67,18,1,0,0,4,0,0,0,4,60,0.73,0.45,0,0,0,0,136,6,0,32,9,15.22,1
61,119,61,4,3,1,1,20,1,19,4,21.5,11,1,0,0,1,0,0,1,0,6,1.33,0.42,0,0,0,0,41,4,8,17,5,9,1
68,165,68,6,5,0,0,42,0,42,6,20.33,14,1,0,0,0,0,0,0,0,15,2,0.5,0,0,0,0,128,15,9,61,16,10.5,1
93,101,93,9,0,3,0,9,1,8,9,6.22,15,1,0,0,3,0,0,0,3,8,0.67,0.33,1,3,0,0,68,3,0,4,8,2,1
53,50,53,5,0,1,0,6,1,5,5,5.4,10,1,0,0,2,0,0,0,2,0,0.25,0.53,1,1,0,0,36,1,0,2,2,3,1
119,251,119,8,0,5,1,37,13,24,9,17,31,1,0,0,11,0,0,0,11,22,0.78,0.22,1,5,0,1,87,4,4,30,9,12,1
180,227,180,7,7,1,1,29,23,6,8,17.62,29,1,0,0,15,0,0,0,15,28,1.14,0.27,1,1,1,0,139,7,11,82,13,23,1
315,271,307,11,6,15,15,31,3,28,14,14.29,32,2,0,0.54,8,1,1,0,8,87,1.02,0.29,0.6,9,1,0,101,5,52,109,6,58.83,1
61,54,61,3,0,1,0,8,0,8,3,10.67,11,1,0,0,5,0,0,0,5,1,0.5,0.58,1,1,0,0,103,5,9,44,6,30.17,1
60,376,60,3,0,0,0,71,44,27,3,113,12,1,0,0,6,0,0,0,6,3,2,1,0,0,0,0,96,2,5,27,7,11.71,1
94,155,94,4,3,8,7,8,5,3,6,17.67,9,2,0,0.76,4,1,1,3,1,5,0.88,0.36,0.25,2,1,0,72,5,16,35,6,19.33,1
60,81,53,3,3,2,2,9,0,9,4,11,11,1,0,0,3,0,0,0,3,0,0.33,0.33,1,2,0,0,85,4,2,14,5,9.8,1
16,11,11,2,0,0,0,1,0,1,2,2.5,3,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,27,2,2,9,3,13,1
18,11,13,2,0,0,0,1,0,1,2,2.5,3,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,18,1,1,4,2,5,1
89,56,89,5,1,2,0,6,5,1,5,7,9,1,0,0,1,0,0,0,1,0,0.25,0.6,1,2,0,0,31,2,6,21,3,16.33,1
66,114,45,2,1,2,2,14,6,8,3,26.33,16,3,0,0.83,8,1,1,0,8,1,1,0.75,1,2,0,0,141,5,5,82,7,27.29,1
47,103,0,8,1,4,1,9,8,1,9,7,15,1,0,0,7,0,0,1,6,12,0.78,0.56,0.75,3,0,0,105,6,0,50,20,6.2,1
71,114,53,3,1,3,2,14,5,9,4,16.5,15,3,0,0.71,7,0,0,0,7,2,0.78,0.56,1,3,0,0,132,4,7,101,6,41.83,1
72,126,72,4,0,1,0,4,3,1,4,19.25,8,1,0,0,2,0,0,0,2,0,0,0.4,1,1,0,0,101,4,4,31,8,32.5,1
125,146,125,7,1,2,1,8,5,3,8,11.12,16,5,0,0.54,4,1,2,0,4,0,0.5,0.43,1,2,0,0,147,9,15,88,10,26.3,1
40,114,0,4,1,6,6,15,14,1,5,15.6,10,2,0,0.5,9,0,0,0,9,10,1.21,0.75,1,1,0,0,66,2,5,14,5,11.6,1
42,104,40,2,1,0,0,11,4,7,2,32.5,10,1,0,0,2,0,0,0,2,1,2,0.5,0,0,0,0,33,2,4,15,3,15,1
66,85,51,1,2,0,0,11,2,9,3,16,10,1,0,0,1,0,0,0,1,3,2,0.44,0,0,2,0,49,2,2,29,3,48.33,1
95,164,86,2,0,0,0,26,9,17,4,26.75,20,1,0,0,6,0,0,0,6,6,2,0.88,0,0,2,0,119,6,11,45,7,20.57,1
167,290,167,2,0,3,0,41,21,20,6,30.83,29,2,0,0.62,9,1,2,0,9,11,0.67,0.31,1,3,2,0,305,24,48,337,25,29.88,1
76,91,76,3,3,5,5,10,7,3,5,14.2,11,2,0,0.81,3,1,1,0,3,8,0.95,0.38,0.2,1,1,0,122,7,21,83,8,25.88,1
117,90,117,2,3,6,5,7,4,3,5,13.6,8,2,0,0.81,1,1,1,0,1,6,0.88,0.38,0.33,2,1,0,95,6,16,121,9,29.44,1
227,239,227,6,4,11,11,31,16,15,8,23.38,20,2,0,0.68,5,1,1,1,4,26,0.97,0.29,0.09,1,1,0,123,4,30,112,5,38,1
652,1692,652,7,4,14,14,27,19,8,9,182,21,2,0,0.65,5,1,1,0,5,32,0.97,0.29,0.14,2,1,0,191,6,50,176,7,44.57,1
267,422,267,6,3,28,26,35,27,8,8,43.75,17,2,0,0.68,3,1,1,0,3,14,0.96,0.38,0.11,3,1,0,117,11,13,59,12,12.08,1
75,85,75,4,1,1,1,10,1,9,5,11.2,13,3,0,0.95,4,0,0,0,4,8,0.75,0.5,0,0,0,0,57,3,2,16,4,12.75,1
38,74,28,1,2,3,3,9,0,9,3,16,8,1,0,0,0,0,0,0,0,1,1.17,0.5,0.33,1,0,0,19,1,2,5,2,6,1
65,141,65,3,0,1,0,20,0,20,3,32,13,1,0,0,2,0,0,0,2,0,0,0.67,1,1,0,0,100,1,8,21,3,35.67,1
159,301,159,3,1,1,1,41,0,41,4,45.5,24,1,0,0,2,0,0,0,2,4,0.67,0.83,1,1,0,0,102,4,17,70,10,17.7,1
43,105,41,2,0,0,0,38,0,38,2,39,17,1,0,0,2,0,0,1,1,1,2,0.67,0,0,0,0,64,1,1,37,3,30,1
58,166,56,3,0,0,0,48,2,46,4,30,24,1,0,0,4,0,0,2,2,6,2,0.39,0,0,1,0,76,2,2,67,4,41,1
136,177,127,7,7,3,3,38,4,34,8,14.25,26,1,0,0,4,0,0,0,4,26,1.05,0.29,0.67,2,0,0,386,12,0,158,13,53.92,1
990,8400,988,3,3,645,644,646,643,3,5,1419.4,8,2,0,0.81,2,1,1,1,1,6,1,0.42,0,2,1,0,44,1,0,13,4,12.5,1
83,160,75,2,2,0,0,43,4,39,3,36.33,18,1,0,0,6,0,0,0,6,3,2,0.5,0,0,1,0,87,3,0,35,6,19.17,1
157,94,152,7,5,5,0,2,0,2,12,4,14,1,0,0,3,0,0,0,3,56,0.91,0.2,1,5,0,0,164,8,12,117,11,21.91,1
29,35,24,2,2,1,1,5,0,5,3,7.67,8,1,0,0,1,0,0,0,1,1,0.5,0.5,1,1,0,0,66,4,7,45,5,21.6,1
92,137,87,6,0,4,1,12,7,5,7,11.71,12,1,0,0,6,0,0,1,5,9,0.58,0.36,1,4,1,0,89,5,19,120,14,19.21,1
29,25,25,3,0,1,0,2,1,1,3,4,5,1,0,0,3,0,0,0,3,1,0.5,0.67,1,1,0,0,37,2,2,12,3,13.33,1
43,43,36,4,1,2,1,6,2,4,5,4.6,10,1,0,0,4,0,0,0,4,6,0.62,0.5,1,2,0,0,56,3,3,22,4,17.25,1
23,39,19,2,0,0,0,4,2,2,3,8.33,7,2,0,0.6,4,1,1,0,4,3,2,0.67,0,0,0,1,39,3,2,12,4,8.75,1
48,52,46,5,0,1,0,7,6,1,5,5.8,10,1,0,0,5,0,0,1,4,4,0.25,0.44,1,1,0,0,70,5,0,28,6,17.17,1
99,127,92,9,2,3,2,13,9,4,10,7.2,20,1,0,0,21,1,1,13,8,3,0.67,0.24,0.33,1,0,0,119,9,12,59,12,18.25,1
49,44,42,4,1,0,0,9,5,4,4,6.5,12,3,0,0.91,5,0,0,0,5,6,2,0.44,0,0,0,0,57,2,6,43,4,26.75,1
94,133,87,9,2,1,0,15,8,7,9,8.56,20,1,0,0,17,1,1,12,5,0,0,0.24,1,1,0,0,140,12,17,92,14,15.5,1
79,107,72,8,1,1,0,10,6,4,8,7.38,16,1,0,0,26,1,1,21,5,0,0,0.25,1,1,0,0,96,7,10,50,10,16,1
41,36,35,5,2,1,1,3,1,2,6,3,8,1,0,0,3,0,0,1,2,13,0.8,0.8,1,1,0,0,33,3,3,20,5,7.6,1
32,36,26,3,2,0,0,13,8,5,3,8.33,12,1,0,0,9,0,0,1,8,3,2,0.33,0,0,0,0,35,2,2,20,3,14,1
67,104,65,6,0,3,0,17,8,9,6,10.33,12,1,0,0,0,1,1,0,0,9,0.47,0.38,1,3,0,0,60,3,13,66,5,26.6,1
32,51,27,2,1,0,0,10,3,7,2,17,12,1,0,0,5,0,0,0,5,1,2,0.5,0,0,0,0,63,3,6,41,5,31.2,1
52,77,45,3,1,3,1,7,0,7,4,12,11,1,0,0,0,0,0,0,0,0,0.67,0.67,1,3,0,0,60,4,8,41,5,27.4,1
82,169,78,5,6,7,6,16,10,6,7,17.43,16,2,0,0.72,4,1,1,1,3,17,0.86,0.28,0.29,2,1,0,86,4,4,39,9,17.11,1
66,147,62,5,6,5,4,17,8,9,7,14.57,18,2,0,0.72,4,1,1,1,3,17,0.8,0.28,0.4,2,1,0,66,4,5,28,5,14.8,1
132,78,128,13,1,0,0,10,8,2,14,3.36,17,1,0,0,4,0,0,2,2,91,2,0.54,0,0,1,0,113,9,9,57,12,9.58,1
109,235,105,6,6,7,6,23,8,15,8,20.88,19,2,0,0.68,2,1,1,1,1,20,0.88,0.26,0.29,2,1,0,116,9,9,48,11,12.82,1
51,37,47,5,4,0,0,10,4,6,5,4.4,10,1,0,0,2,0,0,0,2,10,2,0.5,0,0,0,0,84,4,4,81,7,47.43,1
36,66,32,1,4,2,2,11,4,7,5,8.4,15,1,0,0,5,0,0,0,5,10,1,0.42,0,0,3,0,84,5,6,46,10,11.6,1
92,168,84,4,0,2,0,24,20,4,7,15.43,26,3,0,0.86,14,2,3,0,14,0,0.25,0.24,1,2,0,3,222,11,13,129,21,18.67,1
74,153,69,5,1,2,0,28,24,4,6,16.5,25,1,0,0,9,0,0,0,9,0,0.4,0.29,1,2,1,0,95,6,9,89,10,22.3,1
55,30,51,5,0,1,0,2,1,1,6,2.5,8,1,0,0,3,0,0,1,2,9,0.6,0.44,1,1,0,1,36,2,4,26,4,13.25,1
78,156,74,7,0,2,0,21,15,6,8,11.62,21,1,0,0,8,0,0,1,7,0,0.14,0.25,1,2,1,0,130,7,7,82,18,17.28,1
42,46,38,4,0,1,0,5,2,3,4,6,8,1,0,0,7,0,0,4,3,0,0,0.44,1,1,0,0,79,5,2,27,10,9.1,1
77,150,75,5,4,6,5,10,7,3,7,14.43,11,2,0,0.72,2,1,1,0,2,15,0.83,0.39,0.33,2,1,0,43,4,9,36,5,12,1
88,102,80,5,0,2,0,11,10,1,7,8.71,17,3,0,0.89,14,2,3,2,12,5,0.33,0.29,1,2,0,2,161,6,19,132,9,33.33,1
25,54,19,3,0,0,0,12,11,1,3,11.33,10,1,0,0,6,0,0,1,5,3,2,0.56,0,0,0,0,103,6,6,63,9,23.11,1
53,60,49,5,5,2,2,10,9,1,6,5.83,13,1,0,0,6,0,0,1,5,3,0.6,0.2,1,2,0,0,66,4,4,18,6,6.5,1
83,207,81,4,4,11,10,19,11,8,6,26.17,14,2,0,0.76,1,1,1,0,1,11,0.91,0.4,0.18,2,1,0,25,2,8,26,3,16,1
69,52,64,5,0,4,0,1,0,1,5,5.4,6,1,0,0,3,0,0,0,3,2,0.75,0.36,1,4,0,0,30,1,4,18,2,19,1
67,65,65,5,0,3,0,2,1,1,5,6.6,7,1,0,0,3,0,0,1,2,0,0.67,0.36,1,3,0,0,49,2,7,45,4,24.25,1
145,262,134,8,0,4,0,32,31,1,11,15.55,34,3,0,0.8,16,2,3,0,16,0,0.42,0.21,1,4,0,3,265,13,21,173,22,22.5,1
28,19,24,2,0,1,0,1,0,1,2,4.5,3,1,0,0,6,0,0,5,1,0,0,0.75,1,1,0,0,20,1,1,5,3,6,1
64,108,59,5,6,0,0,21,8,13,7,8.86,22,1,0,0,2,0,0,0,2,21,2,0.29,0,0,2,0,90,5,6,56,8,20.62,1
114,94,110,4,3,19,19,16,2,14,4,15.25,9,1,0,0,0,0,0,0,0,6,1.33,0.25,0.37,7,0,0,66,3,3,34,4,35.25,1
84,144,76,7,2,2,0,24,8,16,9,9.56,30,1,0,0,9,0,0,2,7,22,0.62,0.26,1,2,2,0,133,7,9,104,9,31.78,1
494,1179,490,8,6,73,72,88,76,12,10,92.4,21,2,0,0.62,4,1,1,2,2,29,0.98,0.28,0.03,2,1,0,234,17,8,68,20,15.95,1
18,16,14,3,0,0,0,1,0,1,3,2.33,4,1,0,0,4,0,0,0,4,3,2,0.67,0,0,0,0,62,3,3,40,10,11.2,1
79,125,70,2,3,9,9,20,14,6,4,21.25,16,1,0,0,15,0,0,3,12,0,0.67,0.33,0.22,2,1,0,57,4,16,68,6,19,1
74,88,69,6,2,2,1,8,5,3,7,7.14,13,1,0,0,3,1,1,0,3,0,0.58,0.29,1,2,1,0,185,11,11,106,22,13.91,1
40,30,36,3,0,2,0,1,0,1,3,5,4,1,0,0,2,0,0,1,1,0,0.5,0.56,1,2,0,0,18,1,2,12,2,14,1
48,117,46,4,4,4,3,9,3,6,6,13.5,12,2,0,0.76,2,1,1,1,1,7,0.75,0.4,0.5,2,1,0,36,3,4,21,6,7.33,1
108,181,102,9,0,3,0,21,18,3,9,12.44,27,1,0,0,11,1,1,2,9,0,0.46,0.25,1,3,0,0,155,8,16,140,13,29.92,1
56,103,50,5,1,2,1,11,2,9,6,10.67,16,1,0,0,4,1,1,3,1,0,0.4,0.47,1,2,0,0,127,8,6,67,18,14.5,1
40,103,35,3,3,2,2,9,2,7,4,19.75,14,1,0,0,3,0,0,0,3,0,0.67,0.33,1,2,0,0,64,6,7,48,10,15.1,1
74,114,69,6,0,1,0,12,8,4,7,8.86,14,1,0,0,3,1,1,1,2,0,0,0.31,1,1,1,0,113,8,14,94,15,15.8,1
26,24,24,3,0,1,0,2,1,1,3,4.33,5,1,0,0,1,0,0,0,1,1,0.5,0.67,1,1,0,0,23,1,1,9,2,11,1
196,328,189,14,1,8,0,36,33,3,15,13.73,35,1,0,0,13,1,1,1,12,51,0.71,0.19,1,8,1,0,299,10,46,255,21,27.14,1
91,122,84,7,0,4,0,11,9,2,7,10.43,15,1,0,0,7,0,0,0,7,0,0.5,0.29,1,4,0,0,164,8,19,150,16,18.88,1
42,46,38,4,0,1,0,5,2,3,4,6,8,1,0,0,3,0,0,0,3,0,0,0.44,1,1,0,0,36,2,2,16,4,10.25,1
105,147,99,8,0,5,0,15,11,4,8,11.12,18,1,0,0,6,0,0,0,6,0,0.57,0.25,1,5,0,0,50,2,10,55,3,39.33,1
81,144,74,7,0,2,0,13,11,2,8,10.5,19,1,0,0,8,1,1,0,8,0,0.14,0.27,1,2,1,0,132,7,11,101,15,16.67,1
56,72,52,5,0,2,0,8,4,4,5,8.2,9,1,0,0,3,0,0,0,3,0,0.25,0.4,1,2,0,0,51,3,7,44,4,24.5,1
114,129,109,8,0,8,5,13,9,4,8,9.62,16,1,0,0,4,0,0,0,4,0,0.86,0.27,0.38,3,0,0,75,5,12,64,6,22.33,1
28,22,24,3,0,1,0,2,1,1,3,3.67,5,1,0,0,1,0,0,0,1,1,0.5,0.67,1,1,0,0,23,1,1,8,2,10.5,1
56,70,52,5,0,2,0,8,6,2,5,7.8,8,1,0,0,3,0,0,0,3,0,0.25,0.4,1,2,0,0,40,2,4,18,4,61.75,1
42,45,38,4,0,1,0,5,3,2,4,5.75,7,1,0,0,3,0,0,0,3,0,0,0.44,1,1,0,0,34,2,2,12,4,37.75,1
58,75,52,5,0,2,0,11,9,2,5,8.8,13,1,0,0,7,0,0,0,7,0,0.25,0.36,1,2,0,0,54,2,4,33,5,16.2,1
45,38,40,4,0,0,0,5,5,0,4,4.5,9,2,0,0.8,5,0,0,0,5,6,2,0.4,0,0,0,0,95,7,5,45,13,9.46,1
104,137,98,8,0,4,0,12,9,3,8,10.38,18,1,0,0,7,0,0,0,7,0,0.43,0.33,1,4,0,0,92,4,16,79,9,20.78,1
50,75,45,4,0,1,0,6,4,2,4,10.25,9,1,0,0,4,0,0,0,4,0,0,0.44,1,1,0,0,60,4,4,23,7,8.29,1
29,20,25,2,0,1,0,1,1,0,2,5,3,2,0,0.5,5,0,0,2,3,0,0,0.75,1,1,0,0,20,1,2,9,2,10.5,1
43,31,38,3,0,2,0,1,1,0,3,5.33,4,2,0,0.33,4,0,0,0,4,0,0.5,0.5,1,2,0,0,25,1,3,14,2,15,1
54,42,49,4,0,3,0,1,1,0,4,5.5,5,2,0,0.25,6,0,0,2,4,0,0.67,0.5,1,3,0,0,27,1,4,18,2,18.5,1
53,42,49,4,0,3,0,1,1,0,4,5.5,5,2,0,0.25,5,0,0,1,4,0,0.67,0.5,1,3,0,0,23,1,4,16,2,17.5,1
29,20,25,2,0,1,0,1,1,0,2,5,3,2,0,0.5,4,0,0,1,3,0,0,0.75,1,1,0,0,20,1,2,10,2,11,1
71,53,65,5,0,4,0,1,1,0,5,5.6,6,2,0,0.2,7,0,0,1,6,2,0.75,0.36,1,4,0,0,32,1,5,21,2,25.5,1
71,53,65,5,0,4,0,1,1,0,5,5.6,6,2,0,0.2,5,0,0,0,5,2,0.75,0.4,1,4,0,0,29,1,5,23,2,24.5,1
41,31,37,3,0,2,0,1,1,0,3,5.33,4,2,0,0.33,4,0,0,0,4,0,0.5,0.56,1,2,0,0,23,1,3,14,2,17.5,1
41,31,37,3,0,2,0,1,1,0,3,5.33,4,2,0,0.33,4,0,0,0,4,0,0.5,0.56,1,2,0,0,22,1,3,13,2,16,1
16,7,14,1,0,0,0,2,0,2,1,4,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,22,1,1,5,2,8,1
42,31,37,3,0,2,0,1,1,0,3,5.33,4,2,0,0.33,5,0,0,1,4,0,0.5,0.56,1,2,0,0,25,1,3,14,2,17.5,1
31,20,25,2,0,1,0,1,1,0,2,5,3,2,0,0.5,2,0,0,0,2,0,0,0.75,1,1,0,0,27,1,3,21,2,26.5,1
135,151,131,11,6,2,2,26,21,5,12,8.42,20,2,0,0.38,4,0,0,0,4,66,1.05,0.25,0,0,0,0,203,15,18,110,17,16,1
76,90,72,6,3,1,1,18,12,6,7,8.71,14,2,0,0.55,3,0,0,0,3,21,1,0.28,0,0,0,0,122,9,10,55,10,14.8,1
81,96,75,7,1,1,1,20,15,5,8,7.5,17,2,0,0.6,4,0,0,0,4,28,1,0.31,0,0,0,0,111,8,9,67,12,14.92,1
91,101,85,5,4,3,3,19,12,7,8,8,17,2,0,0.55,3,0,0,0,3,26,0.81,0.27,0.67,2,2,0,103,7,8,48,8,15.12,1
109,125,105,9,3,2,2,24,19,5,10,8.1,17,2,0,0.46,4,0,0,0,4,45,1,0.3,0,0,0,0,159,11,14,81,13,16.54,1
41,42,37,4,0,0,0,9,6,3,4,6,10,2,0,0.75,4,0,0,0,4,6,2,0.44,0,0,0,0,56,3,3,23,5,12.2,1
38,45,36,3,0,0,0,8,5,3,3,9.67,8,2,0,0.75,1,0,0,0,1,3,2,0.67,0,0,0,0,51,4,3,19,5,10.2,1
29,32,27,2,0,0,0,6,3,3,2,9.5,7,2,0,0.86,2,0,0,1,1,1,2,0.75,0,0,0,0,35,3,2,12,4,8.25,1
54,64,52,4,1,1,1,11,8,3,5,8.6,10,2,0,0.67,1,0,0,0,1,10,1,0.62,0,0,0,0,72,6,4,26,7,10.86,1
69,69,65,6,2,0,0,19,12,7,6,7.83,12,2,0,0.55,3,0,0,0,3,15,2,0.33,0,0,0,0,92,6,9,52,7,20.29,1
49,83,43,3,4,1,0,11,4,7,7,6.57,17,1,0,0,5,0,0,0,5,15,0.67,0.41,1,1,4,0,135,6,0,98,8,36.75,1
34,47,28,2,2,1,0,7,3,4,4,6.25,13,1,0,0,4,0,0,0,4,4,0.67,0.5,1,1,2,0,69,3,0,48,5,26.6,1
124,294,116,9,3,5,0,32,16,16,12,16.33,32,1,0,0,9,1,1,3,6,12,0.51,0.24,1,5,3,0,212,17,22,128,20,18.95,1
144,265,138,11,0,5,0,22,14,8,12,13.67,23,1,0,0,5,1,1,1,4,14,0.36,0.23,1,5,1,0,179,9,36,187,12,35.75,1
164,282,157,12,4,6,2,30,7,23,13,14.15,29,1,0,0,4,1,1,2,2,34,0.49,0.23,0.83,5,0,0,167,12,36,183,15,27.93,1
29,21,25,2,0,1,0,2,2,0,2,5.5,4,2,0,0.67,11,0,0,8,4,0,0,0.67,1,1,0,0,37,2,3,28,3,21.33,1
80,71,76,7,0,0,0,7,7,0,7,5.14,14,2,1,0.9,6,0,0,1,5,21,2,0.39,0,0,0,0,385,22,37,295,29,31.41,1
25,16,23,3,0,0,0,1,0,1,3,2.33,4,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,17,1,2,12,2,11,1
64,53,59,5,2,0,0,14,8,6,5,6.8,11,2,0,0.6,3,0,0,0,3,10,2,0.33,0,0,0,0,73,4,6,37,5,19.4,1
145,179,141,14,3,2,1,16,10,6,15,7.47,23,1,0,0,15,1,1,13,2,49,0.5,0.27,0.5,1,0,0,229,17,27,159,18,20.44,1
72,103,67,6,0,3,0,13,11,2,6,10.5,16,1,0,0,7,0,0,1,6,0,0.4,0.33,1,3,0,0,42,2,6,35,3,30.67,1
84,111,79,6,4,1,0,21,13,8,8,8.88,20,1,0,0,2,0,0,0,2,22,0.14,0.28,1,1,2,0,52,4,12,55,5,21.4,1
37,57,33,3,2,0,0,9,2,7,3,11.67,11,1,0,0,2,0,0,0,2,3,2,0.33,0,0,0,0,41,4,5,17,6,14.33,1
37,57,33,3,2,0,0,9,2,7,3,11.67,11,1,0,0,2,0,0,0,2,3,2,0.33,0,0,0,0,41,4,5,17,6,14.33,1
100,202,94,8,7,0,0,22,0,22,8,16.25,22,1,0,0,1,0,0,1,0,28,2,0.25,0,0,0,0,268,23,26,135,28,24.18,1
57,98,52,4,4,0,0,15,4,11,5,11.4,16,1,0,0,10,0,0,7,3,10,2,0.33,0,0,1,0,122,10,3,21,15,18.07,1
42,56,40,3,0,2,0,2,0,2,3,10.67,5,1,0,0,2,0,0,2,0,0,0.5,0.83,1,2,0,0,59,4,3,31,6,13.67,1
31,28,27,3,3,1,1,4,0,4,4,4.25,8,1,0,0,4,0,0,4,0,0,0.33,0.33,1,1,0,0,29,2,4,13,4,19,1
50,82,48,4,3,0,0,8,1,7,4,11.75,11,1,0,0,2,0,0,2,0,6,2,0.5,0,0,0,0,71,8,27,106,9,22.22,1
44,53,44,3,0,0,0,7,4,3,3,10.33,7,1,0,0,3,0,0,1,2,3,2,0.56,0,0,0,0,120,2,8,75,6,67,1
78,239,78,2,3,0,0,41,16,25,4,38.5,25,1,0,0,5,0,0,1,4,6,2,0.5,0,0,2,0,37,4,0,9,5,6.2,1
79,139,79,4,0,3,0,7,3,4,7,11.43,10,1,0,0,1,0,0,0,1,0,0.44,0.48,1,3,2,0,57,4,14,35,6,22.5,1
62,112,54,3,3,6,4,14,1,13,5,13.8,15,2,0,0.81,4,1,1,1,3,6,0.88,0.5,0.67,4,1,0,39,3,3,11,6,5.83,1
85,82,85,3,1,1,0,13,9,4,4,11,14,1,0,0,4,0,0,0,4,4,0,0.42,1,1,1,0,87,1,13,36,2,38.5,1
118,230,118,2,6,2,2,38,4,34,7,21.57,22,1,0,0,4,0,0,0,4,19,0.5,0.28,1,2,4,0,259,18,82,223,19,36.95,1
103,301,103,1,0,1,1,65,30,35,3,63,46,5,0,0.97,16,2,3,0,16,3,1.5,0.44,1,1,1,1,176,1,31,137,3,143.67,1
71,152,71,1,0,1,1,33,16,17,2,49.5,33,5,0,0.99,14,1,2,0,14,1,2,0.62,1,1,0,1,134,1,16,91,3,85,1
39,34,39,2,1,0,0,4,1,3,2,10.5,6,1,0,0,1,0,0,0,1,1,2,0.5,0,0,0,0,39,1,3,7,2,9,1
60,80,60,4,0,2,0,9,5,4,4,11.75,13,1,0,0,5,0,0,0,5,2,0.67,0.44,1,2,0,0,101,1,16,62,4,44.5,1
56,115,56,3,1,2,1,17,1,16,4,17.5,16,1,0,0,1,0,0,0,1,2,0.67,0.56,1,2,0,0,30,1,1,4,2,7.5,1
143,151,143,6,3,5,1,12,1,11,10,8.8,21,1,0,0,6,0,0,0,6,25,0.82,0.36,1,5,1,0,69,1,2,18,5,13.6,1
33,39,33,2,1,0,0,6,0,6,2,10.5,7,1,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,46,2,2,13,3,14.33,1
71,82,71,3,1,1,0,17,6,11,4,14.5,12,1,0,0,4,0,0,0,4,4,0.33,0.4,1,1,1,0,57,2,0,15,3,22.33,1
47,124,36,1,0,4,0,16,5,11,3,28,18,2,0,0.6,5,0,0,0,5,0,0.38,0.67,0.75,3,1,0,26,1,6,16,2,22.5,1
53,28,53,2,2,0,0,2,2,0,3,4,5,1,0,0,2,0,0,0,2,3,2,0.56,0,0,1,0,50,1,1,14,3,21.67,1
191,221,191,4,2,5,1,18,4,14,9,17.67,18,1,0,0,3,0,0,0,3,24,0.78,0.41,0.8,4,1,0,77,3,25,89,4,41.25,1
50,83,50,1,2,0,0,12,4,8,3,15,14,1,0,0,1,0,0,0,1,3,2,0.33,0,0,1,0,114,11,11,52,13,16.15,1
56,31,56,3,0,1,0,4,3,1,3,6,7,1,0,0,3,0,0,1,2,0,0,0.67,1,1,0,0,54,2,1,8,4,9.5,1
58,75,58,2,2,1,1,10,5,5,4,11.5,13,1,0,0,4,0,0,0,4,4,0.67,0.5,1,1,1,0,128,10,0,62,11,40.09,1
56,32,56,2,2,0,0,9,2,7,3,7.67,11,1,0,0,3,0,0,0,3,3,2,0.33,0,0,1,0,73,3,0,28,4,21.25,1
52,56,52,4,2,2,2,8,5,3,6,5.67,10,1,0,0,3,0,0,0,3,11,0.6,0.6,1,2,1,0,109,7,15,83,9,25,1
52,56,52,4,2,2,2,8,5,3,6,5.67,10,1,0,0,3,0,0,0,3,11,0.6,0.6,1,2,1,0,111,7,15,83,9,25,1
52,56,52,4,2,2,2,8,5,3,6,5.67,10,1,0,0,3,0,0,0,3,11,0.6,0.6,1,2,1,0,112,7,15,83,9,25,1
64,56,64,3,1,0,0,12,6,6,3,11.33,15,1,0,0,6,0,0,1,5,3,2,0.5,0,0,0,0,139,9,0,66,11,24.36,1
52,39,52,3,2,1,1,5,1,4,6,3.5,10,1,0,0,3,0,0,0,3,13,0.8,0.4,1,1,1,0,94,7,9,41,8,13.12,1
